Names,Storage,Prices,Conditions,Cities,Areas
Adjustable Folding Laptop Holder /Stand,-,150,Brand New,Greater Accra,East Legon
Promate Alphahub 13-in-1 USB-C,Multimedia,1872,Brand New,Greater Accra,Accra Metropolitan
Acer,Laptop,55,Brand New,Greater Accra,Kokomlemle
Laptop Dell Latitude 5400 8GB Intel Core I5,SSD,4200,Used,Greater Accra,Adabraka
Compatible Multiple 32 to 65 Inch LCD LED,Flat,899,Brand New,Greater Accra,Adabraka
New Asus TUF Gaming FX10CP 32GB Intel Core I7,HDD+SSD,14899,Brand New,Greater Accra,Kasoa
Laptop HP ProBook 440 G5 8GB Intel Core I5,HDD,3200,Used,Greater Accra,Adabraka
Desktop Computer Apple iMac 32GB Intel Core I7,HDD+SSD,8000,Used,Greater Accra,Dansoman
Orico,Laptop,350,Brand New,Greater Accra,East Legon
Desktop Computer Dell Precision 3000 32GB Intel Xeon,HDD+SSD,5500,Used,Greater Accra,Dansoman
Pc4 16gb,Laptop,450,Used,Greater Accra,Accra Metropolitan
New Laptop Lenovo ThinkPad X240 8GB Intel Core I7,SSD,2400,Brand New,Ashanti,Kumasi Metropolitan
New Laptop Dell XPS 15 32GB Intel Core I9,SSD,39900,Brand New,Greater Accra,Sowutwuom
Laptop Clevo P17SM 12GB Intel Core I7,HDD,3500,Used,Greater Accra,Tema Metropolitan
Potable Multi Fashionable Backpack for,at,230,Unknown,Greater Accra,Circle
Lenovo Thinkpad Battery T470 T570 T480 T580,Tp25,450,Brand New,Greater Accra,Circle
Universal Charger,Unknown,50,Brand New,Greater Accra,Kokomlemle
W-King T9 Portable Bluetooth,Party,2100,Brand New,Ashanti,Kumasi Metropolitan
HP HSO4 Laptop Battery,for,200,Brand New,Greater Accra,Labadi
Macbook Pro,13,200,Brand New,Greater Accra,Accra Metropolitan
Acer Laptop,Backpack,270,Unknown,Greater Accra,Adabraka
Laptop Dell Inspiron 11 3162 4GB Intel Pentium,HDD,1890,Used,Greater Accra,Adabraka
Laptop HP EliteBook 830 8GB Intel Core I5,SSD,3750,Unknown,Greater Accra,Okponglo
New Desktop Computer Asus ROG Strix GL12 16GB Intel Core I5,SSD,9000,Brand New,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 845 G7 16GB AMD Ryzen,SSD,5400,Used,Greater Accra,Accra Metropolitan
Laptop Dell Inspiron 15 8GB Intel Core I3,HDD+SSD,3000,Unknown,Greater Accra,Ashaiman Municipal
Laptop HP 15-Dw0037wm 8GB AMD Ryzen 5,SSD,4000,Used,Western Region,Shama Ahanta East Metropolitan
Quality 16-Inch,Waterproof,175,Unknown,Greater Accra,Accra Metropolitan
Excelling Sensation Sound Quality Onyx 7,Bluetooth,3149,Brand New,Greater Accra,Adabraka
512gb,Msata,750,Brand New,Greater Accra,Spintex
Backpack Original,(Cotton,250,Unknown,Greater Accra,Kokomlemle
New Desktop Computer Asus TUF Gaming FX10CP 64GB Intel Core,I5,23100,Brand New,Greater Accra,Tema Metropolitan
Laptop Apple MacBook Air 8GB Intel Core I7,SSD,4200,Used,Greater Accra,Kokomlemle
Laptop Samsung NP510R5E 8GB Intel Core I5,HDD,1800,Used,Ashanti,Kumasi Metropolitan
New Laptop Dell XPS 15 32GB Intel Core I9,SSD,32500,Brand New,Western Region,Jomoro
Laptop HP EliteBook 830 G6 16GB Intel Core I5,SSD,5800,Used,Greater Accra,Kokomlemle
Laptop Apple MacBook Air 8GB Intel Core I5,SSD,8000,Used,Greater Accra,Kokomlemle
Silicone Phone Case,Samsung,40,Brand New,Greater Accra,Haatso
Laptop Lenovo ThinkPad X230 8GB Intel Core I5,SSD,4200,Used,Eastern Region,New-Juaben Municipal
Lenovo Sl410/Sl510,Thinkpad,300,Brand New,Western Region,Takoradi
Laptop HP EliteBook 820 G4 8GB Intel Core I5,SSD,2950,Used,Greater Accra,Madina
Laptop Lenovo 16GB Intel Core I5,SSD,5500,Used,Greater Accra,Tema Metropolitan
New MSI Aegis RS 12tj-282us 32GB Intel Core I7,HDD+SSD,14000,Brand New,Greater Accra,Accra Metropolitan
Desktop Computer Apple iMac 8GB Intel Core I5 SSHD,(Hybrid),6500,Used,Greater Accra,Osu
Laptop HP ZBook 15u G5 16GB Intel Core I7,SSD,7500,Used,Greater Accra,Achimota
Laptop HP EliteBook 840 G3 16GB Intel Core I7,SSD,4690,Used,Greater Accra,Sowutwuom
Laptop Lenovo ThinkPad T460 8GB Intel Core I5,HDD,2450,Used,Ashanti,Kumasi Metropolitan
Laptop HP Pavilion 17 8GB Intel Core I3,HDD,1950,Used,Greater Accra,Adenta
Laptop HP EliteBook 840 G3 8GB Intel Core I5,SSD,2800,Used,Greater Accra,Accra Metropolitan
New Laptop Apple MacBook Air 2022 M2 8GB Apple M2,SSD,16000,Brand New,Greater Accra,Adenta
512GB Micron Sata Ssds,From,555,Used,Central Region,Cape Coast Metropolitan
Asus,Laptop,250,Brand New,Greater Accra,Circle
Hdmi Male to,Male,20,Brand New,Greater Accra,Accra Metropolitan
Laptop Lenovo Ideapad 3 4GB Intel Pentium,SSD,2700,Used,Central Region,Agona West Municipal
Exceptional Bruhm Tv,"32""",1649,Unknown,Greater Accra,Adenta
512gb Vasekey Sata 3 2.5 SSD Drive With 3,Years,600,Brand New,Greater Accra,Adenta
Desktop Computer Dell OptiPlex 7040 16GB Intel Core I7,HDD+SSD,2500,Used,Greater Accra,Kasoa
Laptop HP ProBook 430 G2 4GB Intel Core I3,HDD,1750,Used,Greater Accra,Circle
New Desktop Computer 16GB Intel Core I7,HDD,4500,Brand New,Greater Accra,Accra Metropolitan
Laptop Dell Latitude 14 E7470 16GB Intel Core I7,SSD,4500,Unknown,Greater Accra,Darkuman
New Laptop Apple MacBook Pro 2022 M2 16GB Apple M2,SSD,21000,Brand New,Greater Accra,Achimota
Laptop Lenovo Thinkpad X1 Yoga 8GB Intel Core I5,SSD,4800,Used,Ashanti,Kumasi Metropolitan
Laptop HP ProBook 11 G2 EE 4GB Intel Core I3,HDD,1690,Used,Brong Ahafo,Sunyani Municipal
Laptop Dell Inspiron 3541 8GB Intel Core I3,HDD,2300,Used,Greater Accra,Ashaiman Municipal
Desktop Computer Dell Precision 7820 8GB Intel Core I5,HDD,950,Used,Ashanti,Kumasi Metropolitan
Laptop Asus A42JK 8GB Intel Core I5,HDD,1850,Used,Greater Accra,Lapaz
CPU Cooler Screw Mount Heatsinks for,Intel,100,Brand New,Ashanti,Kumasi Metropolitan
"Experience the Joy of Nasco 40"" HDTV",Digital,2299,Unknown,Greater Accra,Accra New Town
Laptop HP ProBook 440 G2 8GB Intel Core I5,HDD,2300,Used,Greater Accra,Tema Metropolitan
NAS-K43FB Nasco Digital,Satellite,2400,Unknown,Greater Accra,Adabraka
Foldable,Bed/Laptop,120,Brand New,Greater Accra,Ablekuma
Laptop Apple MacBook Air 2020 8GB Intel Core I5,SSD,9200,Used,Greater Accra,Kokomlemle
Case Logic Bag,CCAM1116,610,Brand New,Greater Accra,Accra Metropolitan
Laptop HP Envy 15 8GB Intel Core I7,HDD+SSD,4450,Used,Greater Accra,Adabraka
Desktop Computer MSI Cubi 2 Plus vPro 8GB Intel Core I5,HDD,1850,Used,Greater Accra,Dansoman
New Laptop HP 12GB Intel Core i7,SSD,9000,Brand New,Greater Accra,East Legon
Laptop Dell Precision 7750 32GB Intel Core I7,SSD,14000,Used,Greater Accra,East Legon
New Laptop Dell Latitude 5400 8GB Intel Core I7,HDD,9800,Brand New,Greater Accra,Kokomlemle
8GB DDR3,Laptop,250,Brand New,Greater Accra,Tema Metropolitan
Laptop HP EliteBook X360 1030 G2 16GB Intel Core I7,SSD,6500,Used,Greater Accra,Adenta
Ugreen Type C TF + SD Card Reader With USB Power,-,200,Brand New,Greater Accra,Accra Metropolitan
New Laptop HP Spectre X2 4GB Intel Core I5 SSHD,(Hybrid),1500,Brand New,Greater Accra,Kokomlemle
New Desktop Computer Asus A4110 8GB Intel Core I5,HDD,1900,Brand New,Ashanti,Kumasi Metropolitan
Type-C 8in1,Docking,170,Brand New,Greater Accra,Ashaiman Municipal
Desktop Computer HP 4GB Intel Core I3,HDD,750,Used,Greater Accra,Kokomlemle
8gb DDR4 2400mhz,Laptop,310,Used,Greater Accra,Unknown
Samsung 50 Inches UHD,Smart,6750,Unknown,Greater Accra,Adenta
3 in,1,120,Unknown,Greater Accra,Madina
New Desktop Computer Gigabyte GB-BKi5HA-7200 32GB Intel Core I9,SSD,33000,Brand New,Greater Accra,Darkuman
Laptop Asus A555LF 8GB Intel Core I7,HDD,2000,Used,Eastern Region,Birim Central Municipal
Mini Solar,Home,6999,Brand New,Northern Region,Tamale Municipal
Laptop HP EliteBook X360 1030 G3 16GB Intel Core I5,SSD,5500,Used,Ashanti,Kumasi Metropolitan
Laptop Dell Precision 5530 24GB Intel Core I7,SSD,7580,Used,Greater Accra,Lapaz
Laptop Dell Inspiron 15 5566 6GB Intel Core I3,HDD,1550,Used,Greater Accra,Circle
Anker Prime 20000mah,200W,4500,Brand New,Greater Accra,Accra Metropolitan
Laptop HP 15 16GB Intel Core I5,SSD,3850,Used,Greater Accra,Adenta
Laptop HP EliteBook Folio 9470M 8GB Intel Core I5,HDD,2600,Used,Western Region,Shama Ahanta East Metropolitan
Laptop HP EliteBook 850 G5 8GB Intel Core I5,SSD,4200,Used,Ashanti,Kumasi Metropolitan
"Asano 40"" Led",TV(2020,2250,Unknown,Greater Accra,Kaneshie
Promate Medialink-H2,Unknown,479,Brand New,Greater Accra,Accra Metropolitan
New Gigabyte GB-BACE-3010 32GB Intel Core I7,HDD+SSD,17500,Brand New,Greater Accra,Odorkor
Laptop Lenovo G50-70 8GB Intel Core I3,HDD,1599,Used,Ashanti,Kumasi Metropolitan
New Laptop HP ZBook 17 G6 16GB Intel Core I7,SSD,7300,Brand New,Greater Accra,Accra Metropolitan
10-in-1 Earphone Phone Keyboard Dust Removal Pen,Brush,240,Brand New,Greater Accra,Spintex
Laptop Apple MacBook Pro 2017 8GB Intel Core I5,SSD,5200,Used,Greater Accra,Kokomlemle
Original,Laptop,350,Used,Greater Accra,Accra Metropolitan
Laptop HP MT43 8GB AMD Ryzen,SSD,2500,Used,Greater Accra,Kasoa
Laptop Apple MacBook Air 2012 4GB Intel Core I5,SSD,2150,Used,Ashanti,Kumasi Metropolitan
iPhone Type C Fast and Strong Chargers 2 Pins and,3,99,Brand New,Brong Ahafo,Sunyani Municipal
Laptop Lenovo ThinkPad Yoga 8GB Intel Core I3,SSD,2350,Used,Greater Accra,Circle
Laptop Asus Eee PC S101 2GB Intel,HDD,650,Used,Greater Accra,Kasoa
New Laptop HP Pavilion X360 14t 8GB Intel Core i5,SSD,8200,Brand New,Ashanti,Kumasi Metropolitan
Laptop Apple MacBook Air 2023 M2 8GB Apple M2,SSD,13800,Used,Greater Accra,Kokomlemle
Laptop Lenovo ThinkPad X280 8GB Intel Core I5,SSD,3100,Used,Greater Accra,Tema Metropolitan
Laptop Lenovo ThinkPad T440 8GB Intel Core I5,HDD+SSD,1850,Used,Ashanti,Kumasi Metropolitan
Laptop HP 250 G8 4GB Intel Core I3,HDD,2599,Used,Greater Accra,Adenta
New Laptop Dell Vostro 15 3000 8GB Intel Core I3,HDD,5550,Brand New,Greater Accra,Kokomlemle
Desktop Computer HP EliteDesk 800 8GB Intel Core I7,HDD,1350,Used,Greater Accra,Ablekuma
Laptop HP Stream 11 2GB Intel,SSD,1000,Used,Greater Accra,Madina
Solar,Panel,215,Unknown,Greater Accra,Accra Metropolitan
Laptop Dell Latitude 5480 8GB Intel Core I5,SSD,2700,Used,Greater Accra,Circle
Numark CM200,DJ,1900,Brand New,Greater Accra,Accra Metropolitan
Desktop Computer Dell OptiPlex 7460 32GB Intel Core I7,HDD+SSD,6900,Used,Greater Accra,Accra Metropolitan
Ucom Controller,Unknown,69,Brand New,Greater Accra,Accra Metropolitan
Gray Sleeve Bag,for,95,Brand New,Greater Accra,Circle
Laptop HP Stream 14 4GB Intel Celeron,SSD,1400,Used,Greater Accra,Circle
New Desktop Computer 8GB Intel Core I7,SSD,6800,Brand New,Greater Accra,Tesano
New Laptop HP Compaq 2510p 4GB Intel Celeron,HDD,750,Brand New,Greater Accra,Kokomlemle
Maxbest,Rechargeable,270,Brand New,Ashanti,Kumasi Metropolitan
Laptop Screens,Unknown,400,Brand New,Ashanti,Kumasi Metropolitan
Laptop Dell Latitude 3540 4GB Intel Core I3,HDD,1700,Used,Greater Accra,Accra New Town
Laptop HP 8GB Intel Core I5,HDD,2099,Used,Greater Accra,Lapaz
New Laptop Samsung Galaxy Book 2 4GB Intel,SSD,3500,Brand New,Ashanti,Kumasi Metropolitan
Laptop Lenovo Thinkpad P15s 12GB Intel Core I7,SSD,10000,Used,Greater Accra,East Legon
High Quality Anti-Theft,Leather,370,Unknown,Greater Accra,Adabraka
Laptop HP EliteBook 840 G3 8GB Intel Core I5,SSD,2850,Used,Ashanti,Kumasi Metropolitan
Omaya Three In One,Laptop,125,Brand New,Greater Accra,Alajo
Welcome Back Samsung 75 Smart Crystal,UHD,17999,Unknown,Greater Accra,Adabraka
8 in 1 Type C to,HDMI,250,Brand New,Greater Accra,Circle
Mobile TV Cart Rolling Stand With,Laptop,850,Brand New,Greater Accra,Accra Metropolitan
Laptop Asus X555LJ 4GB Intel Core I3,HDD,1500,Used,Greater Accra,Adenta
Laptop Acer Aspire 5 12GB Intel Core I5,HDD,3050,Unknown,Greater Accra,Kasoa
New Desktop Computer Dell Inspiron 3000 4GB Intel Core I5,HDD,1000,Brand New,Ashanti,Kumasi Metropolitan
New Laptop HP Victus 16 8GB Intel Core I5,SSD,10600,Brand New,Greater Accra,Darkuman
Laptop Apple MacBook Pro 2012 8GB Intel Core I7,HDD,2400,Used,Greater Accra,Achimota
New Laptop Lenovo Ideapad 3 4GB,SSD,3500,Brand New,Greater Accra,Dzorwulu
New Desktop Computer MSI Model 16GB Intel Core I7,HDD+SSD,7500,Brand New,Greater Accra,Accra Metropolitan
Desktop Computer Gigabyte GB-BACE-3010 16GB Intel Core I7,HDD,5200,Used,Ashanti,Kumasi Metropolitan
New Laptop Dell Latitude 5440 16GB Intel Core I7,SSD,14500,Brand New,Greater Accra,Darkuman
Laptop Lenovo ThinkPad A485 8GB AMD Ryzen 3,SSD,2650,Used,Greater Accra,Accra Metropolitan
New Sony Laptop Battery,Model,270,Brand New,Greater Accra,Accra New Town
New Laptop Apple MacBook Pro 2021 M1 16GB Apple M1 Pro,SSD,26700,Brand New,Greater Accra,Kokomlemle
Laptop Acer Spin 3 8GB Intel Core I5,SSD,4400,Used,Greater Accra,Tema Metropolitan
Laptop HP Pavilion 15t 8GB Intel Core I7 SSHD,(Hybrid),6950,Used,Greater Accra,Accra Metropolitan
Computer Desktop,Condenser,100,Brand New,Greater Accra,Odorkor
500gb,Samsung,620,Used,Greater Accra,Lapaz
New Laptop MSI 8GB Intel Core I7,SSD,11950,Brand New,Greater Accra,Sowutwuom
Laptop HP Envy 6 4GB Intel Core I5,HDD,1950,Used,Western Region,Shama Ahanta East Metropolitan
Laptop HP Chromebook 13 12GB Intel Core I3,SSD,3500,Used,Greater Accra,Weija
New Desktop Computer HP 2GB Intel Core 2 Duo,HDD,650,Brand New,Ashanti,Kumasi Metropolitan
Laptop Apple MacBook 2010 6GB Intel Core I7,HDD,1500,Used,Greater Accra,Ashaiman Municipal
Laptop Apple MacBook Pro 2019 16GB Intel Core I7,SSD,12500,Used,Greater Accra,Kokomlemle
Laptop Dell Inspiron 11 3179 8GB Intel Core I5,SSD,2350,Used,Greater Accra,Madina
HP 2.4G Wireless,Optical,40,Unknown,Greater Accra,Tema Metropolitan
Desktop Computer Apple iMac 12GB Intel Core 2 Duo,HDD+SSD,950,Used,Ashanti,Kumasi Metropolitan
New Laptop Dell Vostro 14 3000 8GB Intel Core I5,SSD,8000,Brand New,Greater Accra,Kokomlemle
Laptop Apple MacBook Pro 2017 8GB Intel Core I5,SSD,7000,Used,Greater Accra,Accra Metropolitan
Laptop Lenovo Yoga 11e 8GB Intel,SSD,1360,Used,Greater Accra,Ablekuma
Well-Establish Philips,Bluetooth,750,Brand New,Greater Accra,Adabraka
New Apple MacBook Pro 2023 M3 Pro 16-Inch 18GB Apple M3 Pro,SSD,33500,Brand New,Greater Accra,Dzorwulu
Flexible,Silicone,89,Brand New,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Pro 2015 16GB Intel Core I7,SSD,4700,Used,Greater Accra,Dansoman
Laptop Lenovo 6GB Intel Core I3,HDD,1700,Used,Greater Accra,Tema Metropolitan
New MSI Gaming 24 6QE 16GB Intel Core I7,HDD+SSD,8999,Brand New,Greater Accra,Accra Metropolitan
Laptop Lenovo ThinkPad T470s 8GB Intel Core I7,SSD,3300,Used,Greater Accra,Tema Metropolitan
28 Keys Ultra-Thin Aluminum Alloy,Bluetooth,800,Brand New,Greater Accra,Spintex
4gb DDR4,Laptop,299,Used,Greater Accra,Adenta
Desktop Computer Dell XPS 27 8GB Intel Core I7,HDD,8600,Used,Greater Accra,Haatso
Laptop HP EliteBook 1040 G3 16GB Intel Core I7,SSD,5500,Used,Greater Accra,Adabraka
Keyboard Stand_ Music,Notation,1500,Brand New,Greater Accra,Adabraka
Laptop Apple MacBook Pro 2012 8GB Intel Core I5,HDD,2450,Used,Greater Accra,Tema Metropolitan
Laptop HP Pavilion X360 14 8GB Intel Core I3,SSD,2600,Used,Greater Accra,Kokomlemle
Laptop Dell Latitude E7240 8GB Intel Core I5,SSD,2200,Unknown,Ashanti,Kumasi Metropolitan
New Desktop Computer Lenovo 4GB Intel Core I3,HDD,1300,Brand New,Central Region,Mfantsiman Municipal
Laptop Lenovo ThinkPad T480s 8GB Intel Core I5,SSD,3500,Used,Greater Accra,Gbawe
New Laptop HP 15-Dw1197nia 4GB Intel Celeron,HDD,3000,Brand New,Greater Accra,Achimota
Hs04,HP,450,Brand New,Greater Accra,Tesano
Laptop Dell Latitude E6420 4GB Intel Core 2 Duo,HDD,450,Unknown,Greater Accra,Kokomlemle
Digital,TV,170,Brand New,Greater Accra,Ashaiman Municipal
Laptop Lenovo ThinkPad Yoga 8GB Intel Core I5,SSD,2600,Unknown,Greater Accra,East Legon
4G,Ddr4,150,Brand New,Greater Accra,Circle
Laptop HP 15-Da2933nia 12GB Intel Core I5,HDD,3800,Unknown,Greater Accra,Adenta
Phone Case Samsung Galaxy J6 Plus 2018 Color,Silicone,45,Brand New,Greater Accra,Haatso
TEAMGROUP MS30 512GB SATA Rev. 3.0 (6gb/S) M.2 Solid State,Drive,1020,Brand New,Greater Accra,Bubuashie
Laptop Lenovo ThinkPad Yoga 8GB Intel Core I5 SSHD,(Hybrid),2500,Used,Greater Accra,Accra Metropolitan
Original Dell N1WM4 Laptop Battery for Alienware 13,R2,550,Brand New,Greater Accra,Accra New Town
Laptop Dell Latitude E5570 8GB Intel Core I5,SSD,2000,Used,Greater Accra,Spintex
New Laptop HP Omen 15 16GB Intel Core I5,SSD,15000,Brand New,Greater Accra,Abelemkpe
Laptop HP EliteBook 725 G2 8GB AMD,HDD,2200,Used,Greater Accra,Kokomlemle
Laptop Apple MacBook Pro 2017 8GB Intel Core I5,SSD,6150,Used,Greater Accra,Circle
Laptop Dell Vostro 1540 4GB Intel Core I3,HDD,1400,Used,Ashanti,Kumasi Metropolitan
Laptop HP Pavilion 15 8GB Intel Core I5,HDD,2800,Used,Greater Accra,Tema Metropolitan
Desktop Computer Apple Mac Pro 8GB Intel Core I5,SSD,5500,Used,Greater Accra,Dansoman
Laptop HP Pavilion 15 8GB AMD Ryzen 5,SSD,7500,Used,Greater Accra,Lapaz
New Laptop MSI Katana GF76 16GB Intel Core I7,SSD,13599,Brand New,Greater Accra,Dzorwulu
Desktop Computer Acer 12GB Intel Core I5,HDD,800,Used,Ashanti,Kumasi Metropolitan
Laptop HP EliteBook 840 G5 16GB Intel Core I7,SSD,4000,Used,Ashanti,Kumasi Metropolitan
Durable and Affordable Sony,Portable,6499,Brand New,Greater Accra,Adabraka
Laptop Apple MacBook Pro 2012 4GB Intel Core I5,HDD,2600,Used,Greater Accra,Accra Metropolitan
New Desktop Computer MSI Gaming 27 6QE 16GB Intel Core I5,SSD,8900,Brand New,Greater Accra,Accra Metropolitan
New Laptop HP 250 G8 4GB Intel,HDD,3400,Brand New,Greater Accra,Achimota
Promate Centerhub All in One Universal USB-C,Hub/100,992,Brand New,Greater Accra,Accra Metropolitan
New Laptop Acer NITRO 5 16GB Intel Core I5,SSD,7950,Brand New,Greater Accra,Burma Camp
Laptop Asus G56JR 16GB Intel Core I7,HDD,4000,Used,Greater Accra,Adjiriganor
New Laptop Lenovo ThinkPad P50 32GB Intel Core I7,SSD,8399,Brand New,Greater Accra,Dzorwulu
Create a Haven of Comfort With Digital Satellite,"40""",2299,Unknown,Greater Accra,Accra New Town
Dell Laptop Big,Pin,100,Brand New,Greater Accra,Accra Metropolitan
128GB Flashdrive,Unknown,119,Brand New,Greater Accra,Tema Metropolitan
Laptop Apple MacBook Pro 2019 16GB Intel Core I7,SSD,8500,Used,Greater Accra,Agbogba
Laptop Apple MacBook Air 2017 8GB Intel Core I7 SSHD,(Hybrid),3750,Used,Greater Accra,Adjiriganor
Crucial DDR4 RAM for,Laptop,627,Brand New,Greater Accra,Accra Metropolitan
DELL Small Pin,Laptop,90,Brand New,Central Region,Mfantsiman Municipal
Laptop Dell Latitude 14 7480 8GB Intel Core I7,SSD,3400,Used,Greater Accra,Kwashieman
Laptop Apple MacBook Pro 8GB Intel Core I5,HDD,2650,Used,Greater Accra,Spintex
New Laptop HP Pavilion X360 14 8GB Intel Core I5,SSD,8800,Brand New,Greater Accra,Circle
Laptop Acer Aspire 1430Z 8GB Intel Core I7,HDD,2450,Used,Greater Accra,Spintex
Laptop HP Stream Notebook 4GB AMD A6,HDD,1650,Used,Greater Accra,Tema Metropolitan
240gb Sata,SSD,380,Brand New,Greater Accra,Circle
Laptop Dell Inspiron 15 8GB Intel Core I3,HDD,2400,Used,Ashanti,Kumasi Metropolitan
New Laptop HP Pavilion 14 8GB Intel Core I7,SSD,6000,Brand New,Greater Accra,Accra Metropolitan
New Laptop Apple MacBook Air 2022 M2 8GB Apple M2,SSD,15500,Brand New,Greater Accra,Accra Metropolitan
H at F,Wireless,160,Brand New,Greater Accra,Ashaley Botwe
360-Rotating Aluminum Alloy Laptop Desktop,Mount,840,Brand New,Greater Accra,Spintex
Webcam Z05,Unknown,120,Brand New,Greater Accra,Madina
Laptop HP Pavilion G6 8GB Intel Core I3,HDD,1500,Used,Greater Accra,Circle
Laptop HP Envy 14t 16GB Intel Core I5,SSD,4900,Used,Greater Accra,Kokomlemle
Laptop HP EliteBook 840 G3 8GB Intel Core I5,SSD,3750,Used,Greater Accra,Accra Metropolitan
Laptop Locker,Unknown,50,Brand New,Greater Accra,Madina
Laptop HP EliteBook 1030 8GB Intel Core I5,SSD,5000,Used,Greater Accra,Tema Metropolitan
New Laptop HP EliteBook 840 G5 8GB Intel Core I5,SSD,4850,Brand New,Ashanti,Kumasi Metropolitan
Laptop Asus 6GB Intel Core I5,HDD,2500,Used,Greater Accra,Dansoman
Se7enline 4in1 Bundle Case for Macbook Air,13.3,850,Brand New,Greater Accra,Lapaz
Laptop Lenovo Ideapad 3 4GB Intel Core I3,SSD,2250,Used,Greater Accra,Accra Metropolitan
Laptop Dell Inspiron 15 16GB Intel Core I7,SSD,4650,Used,Greater Accra,Achimota
Laptop HP ProBook 650 G3 8GB Intel Core I5,SSD,3150,Used,Greater Accra,Accra Metropolitan
New Laptop HP EliteBook 830 G6 8GB Intel Core I5,SSD,4000,Brand New,Ashanti,Kumasi Metropolitan
Hp Replacement Battery for,Pavilion,220,Brand New,Greater Accra,Circle
New Laptop Toshiba Satellite C665 6GB Intel Core 2 Duo,HDD+SSD,1200,Brand New,Greater Accra,Circle
Laptop Lenovo ThinkBook 15 8GB Intel Core i3,SSD,2900,Used,Greater Accra,Tema Metropolitan
New Desktop Computer HP 200 G4 All-in-One 4GB Intel Core I3,HDD,6800,Brand New,Greater Accra,Kokomlemle
Laptop Toshiba Satellite C50D 8GB AMD,HDD,1700,Used,Central Region,Effutu Municipal
Logitech Multi-Device,Bluetooth,825,Brand New,Greater Accra,Accra Metropolitan
Mont Blanc New Executive Laptop/,Briefcase,500,Unknown,Greater Accra,Adabraka
Desktop Computer Dell 8GB Intel Core I5,HDD,950,Used,Greater Accra,Kasoa
Portable Bluetooth Audio Mixer,Interfaces,750,Brand New,Greater Accra,Accra Metropolitan
Laptop HP 4GB Intel Celeron,HDD,1370,Used,Greater Accra,Circle
Laptop Dell Latitude 14 7480 8GB Intel Core I5,SSD,3000,Used,Ashanti,Kumasi Metropolitan
New Laptop Toshiba Satellite C665 6GB Intel Celeron,HDD+SSD,1450,Brand New,Greater Accra,Circle
Laptop Dell Latitude 13 3340 8GB Intel Core I5,HDD,2300,Used,Greater Accra,Tema Metropolitan
Laptop Dell 8GB Intel Core M,SSD,2150,Used,Greater Accra,Adenta
Lenovo Laptop,Charger,150,Used,Greater Accra,Oyarifa
Quality Laptop Backpack,School,400,Unknown,Greater Accra,Accra Metropolitan
Laptop Asus A555LA 8GB Intel Core I5,HDD,2100,Used,Ashanti,Kumasi Metropolitan
Logitech M720 Triathlon Multi-Device,Wireless,650,Brand New,Greater Accra,Accra Metropolitan
Pink Computer Bag,Strapless,140,Brand New,Greater Accra,Tesano
New Laptop HP Pavilion 15t 4GB Intel Celeron,HDD,1200,Brand New,Greater Accra,Kokomlemle
Case Logic Bag,-,575,Unknown,Greater Accra,Accra Metropolitan
CM03XL,Laptop,450,Brand New,Greater Accra,Circle
Laptop Dell Inspiron 5548 8GB Intel Core I7,HDD,2600,Used,Brong Ahafo,Sunyani Municipal
Laptop Dell Inspiron 15 16GB Intel Core I7,HDD+SSD,6500,Used,Greater Accra,Accra Metropolitan
SAMSUNG 27′′ Smart Monitor With,Mobile,6599,Brand New,Greater Accra,Accra New Town
Laptop Dell XPS 13 9310 8GB Intel Core I7,SSD,8550,Used,Greater Accra,Accra Metropolitan
Desktop Computer HP 2GB Intel Core 2 Quad,HDD,600,Used,Ashanti,Kumasi Metropolitan
Desktop Computer HP 4GB Intel Core I5,HDD,1400,Used,Greater Accra,Tema Metropolitan
Laptop Dell Latitude E7450 12GB Intel Core I5,SSD,2500,Used,Greater Accra,Dansoman
Laptop HP EliteBook 840 G3 4GB Intel Core I5,SSD,4500,Used,Greater Accra,Ablekuma
WIWU 11 in 1 Multi-Function Type-C Hub to HDMI,Adapter,380,Brand New,Greater Accra,Kokomlemle
Universal Pre,5g/4g,550,Unknown,Greater Accra,Achimota
Laptop HP EliteBook 830 G6 8GB Intel Core I5,SSD,3500,Used,Greater Accra,Dansoman
New Laptop Lenovo ThinkPad T540p 8GB Intel Core I7,HDD,2550,Brand New,Ashanti,Kumasi Metropolitan
Desktop Computer Acer 4GB Intel Core I3,HDD,1500,Used,Greater Accra,Dansoman
New Laptop Dell Alienware M15 R7 16GB AMD Ryzen,SSD,17600,Brand New,Greater Accra,Kaneshie
Laptop Dell Latitude 5591 8GB Intel Core I5,HDD,2600,Used,Greater Accra,Tema Metropolitan
Laptop HP Spectre 13 8GB Intel Core I7,SSD,4000,Used,Greater Accra,Adenta
Gigabyte GB-BPCE-3455C 12GB Intel Core I5,HDD+SSD,10850,Used,Greater Accra,Dansoman
Laptop Lenovo ThinkPad X240 8GB Intel Core I5,HDD,1650,Used,Greater Accra,Ablekuma
Laptop Dell Latitude 5300 16GB Intel Core I5,SSD,5100,Used,Greater Accra,Achimota
Laptop,Rotational,300,Brand New,Greater Accra,Accra Metropolitan
Bolt+ 4G LTE Universal,Mobile,380,Unknown,Greater Accra,Adabraka
